 0.1,  0.1,    1, 24474,  7742
 0.1,  0.1,    3, 24474,   261
 0.1,  0.1,    5, 24474,  2255
 0.1,  0.1,   10, 24474,   261
 0.1,  0.1,   50, 24474,     0
 0.1,  0.1,  100, 24474,     0
 0.1,  0.1,  300, 24474,     0
 0.1,  0.1,  500, 24474,     0
 0.1,  0.2,    1, 24474,  4985
 0.1,  0.2,    3, 24474,     0
 0.1,  0.2,    5, 24474,   816
 0.1,  0.2,   10, 24474,   261
 0.1,  0.2,   50, 24474,     0
 0.1,  0.2,  100, 24474,     0
 0.1,  0.2,  300, 24474,     0
 0.1,  0.2,  500, 24474,     0
 0.1,  0.3,    1, 24474,  6670
 0.1,  0.3,    3, 24474,     0
 0.1,  0.3,    5, 24474,     0
 0.1,  0.3,   10, 24474,     0
 0.1,  0.3,   50, 24474,     0
 0.1,  0.3,  100, 24474,     0
 0.1,  0.3,  300, 24474,     0
 0.1,  0.3,  500, 24474,     0
 0.1,  0.4,    1, 24474,     0
 0.1,  0.4,    3, 24474,   816
 0.1,  0.4,    5, 24474,  4827
 0.1,  0.4,   10, 24474,     0
 0.1,  0.4,   50, 24474,     0
 0.1,  0.4,  100, 24474,     0
 0.1,  0.4,  300, 24474,     0
 0.1,  0.4,  500, 24474,     0
 0.1,  0.5,    1, 24474,     0
 0.1,  0.5,    3, 24474,  1512
 0.1,  0.5,    5, 24474,  4925
 0.1,  0.5,   10, 24474,     0
 0.1,  0.5,   50, 24474,     0
 0.1,  0.5,  100, 24474,     0
 0.1,  0.5,  300, 24474,     0
 0.1,  0.5,  500, 24474,     0
 0.1,  0.6,    1, 24474,  6508
 0.1,  0.6,    3, 24474,   874
 0.1,  0.6,    5, 24474,  4193
 0.1,  0.6,   10, 24474,   816
 0.1,  0.6,   50, 24474,     0
 0.1,  0.6,  100, 24474,   261
 0.1,  0.6,  300, 24474,     0
 0.1,  0.6,  500, 24474,     0
 0.1,  0.7,    1, 24474,  1781
 0.1,  0.7,    3, 24474,   816
 0.1,  0.7,    5, 24474,  4696
 0.1,  0.7,   10, 24474,     0
 0.1,  0.7,   50, 24474,   741
 0.1,  0.7,  100, 24474,     0
 0.1,  0.7,  300, 24474,     0
 0.1,  0.7,  500, 24474,     0
 0.1,  0.8,    1, 24474,  1512
 0.1,  0.8,    3, 24474,  3279
 0.1,  0.8,    5, 24474,  3170
 0.1,  0.8,   10, 24474,  2255
 0.1,  0.8,   50, 24474,     0
 0.1,  0.8,  100, 24474,     0
 0.1,  0.8,  300, 24474,     0
 0.1,  0.8,  500, 24474,     0
 0.2,  0.1,    1, 24474,     0
 0.2,  0.1,    3, 24474,  5248
 0.2,  0.1,    5, 24474,  5510
 0.2,  0.1,   10, 24474,     0
 0.2,  0.1,   50, 24474,   261
 0.2,  0.1,  100, 24474,     0
 0.2,  0.1,  300, 24474,     0
 0.2,  0.1,  500, 24474,     0
 0.2,  0.2,    1, 24474,  8101
 0.2,  0.2,    3, 24474,  1512
 0.2,  0.2,    5, 24474,     0
 0.2,  0.2,   10, 24474,     0
 0.2,  0.2,   50, 24474,     0
 0.2,  0.2,  100, 24474,     0
 0.2,  0.2,  300, 24474,     0
 0.2,  0.2,  500, 24474,     0
 0.2,  0.3,    1, 24474,  2633
 0.2,  0.3,    3, 24474,   816
 0.2,  0.3,    5, 24474,  3170
 0.2,  0.3,   10, 24474,  2261
 0.2,  0.3,   50, 24474,     0
 0.2,  0.3,  100, 24474,     0
 0.2,  0.3,  300, 24474,     0
 0.2,  0.3,  500, 24474,     0
 0.2,  0.4,    1, 24474,  8155
 0.2,  0.4,    3, 24474,     0
 0.2,  0.4,    5, 24474,  1512
 0.2,  0.4,   10, 24474,     0
 0.2,  0.4,   50, 24474,     0
 0.2,  0.4,  100, 24474,     0
 0.2,  0.4,  300, 24474,     0
 0.2,  0.4,  500, 24474,     0
 0.2,  0.5,    1, 24474,  2255
 0.2,  0.5,    3, 24474,   741
 0.2,  0.5,    5, 24474,  3220
 0.2,  0.5,   10, 24474,     0
 0.2,  0.5,   50, 24474,     0
 0.2,  0.5,  100, 24474,     0
 0.2,  0.5,  300, 24474,     0
 0.2,  0.5,  500, 24474,     0
 0.2,  0.6,    1, 24474,  8794
 0.2,  0.6,    3, 24474,     0
 0.2,  0.6,    5, 24474,  3428
 0.2,  0.6,   10, 24474,  1462
 0.2,  0.6,   50, 24474,     0
