 0.1,  0.1,    1,    80,     0
 0.1,  0.1,    3,    80,     8
 0.1,  0.1,    5,    80,    19
 0.1,  0.1,   10,    80,     0
 0.1,  0.1,   50,    80,     0
 0.1,  0.1,  100,    80,     0
 0.1,  0.1,  300,    80,     0
 0.1,  0.1,  500,    80,     0
 0.1,  0.2,    1,    80,    60
 0.1,  0.2,    3,    80,     8
 0.1,  0.2,    5,    80,     0
 0.1,  0.2,   10,    80,     0
 0.1,  0.2,   50,    80,     0
 0.1,  0.2,  100,    80,     0
 0.1,  0.2,  300,    80,     0
 0.1,  0.2,  500,    80,     0
 0.1,  0.3,    1,    80,    26
 0.1,  0.3,    3,    80,    26
 0.1,  0.3,    5,    80,     0
 0.1,  0.3,   10,    80,     0
 0.1,  0.3,   50,    80,     0
 0.1,  0.3,  100,    80,     0
 0.1,  0.3,  300,    80,     0
 0.1,  0.3,  500,    80,     0
 0.1,  0.4,    1,    80,    46
 0.1,  0.4,    3,    80,     8
 0.1,  0.4,    5,    80,     8
 0.1,  0.4,   10,    80,     0 
 0.1,  0.4,   50,    80,     0
 0.1,  0.4,  100,    80,     0
 0.1,  0.4,  300,    80,     0
 0.1,  0.4,  500,    80,     0
 0.1,  0.5,    1,    80,    19
 0.1,  0.5,    3,    80,    34
 0.1,  0.5,    5,    80,     0
 0.1,  0.5,   10,    80,     0
 0.1,  0.5,   50,    80,     0
 0.1,  0.5,  100,    80,     0
 0.1,  0.5,  300,    80,     0
 0.1,  0.5,  500,    80,     0
 0.1,  0.6,    1,    80,    35
 0.1,  0.6,    3,    80,    19
 0.1,  0.6,    5,    80,    11
 0.1,  0.6,   10,    80,    11
 0.1,  0.6,   50,    80,     0
 0.1,  0.6,  100,    80,     0
 0.1,  0.6,  300,    80,     0
 0.1,  0.6,  500,    80,     0
 0.1,  0.7,    1,    80,    29
 0.1,  0.7,    3,    80,     0
 0.1,  0.7,    5,    80,    30
 0.1,  0.7,   10,    80,     8
 0.1,  0.7,   50,    80,     0
 0.1,  0.7,  100,    80,     0
 0.1,  0.7,  300,    80,     0
 0.1,  0.7,  500,    80,     0
 0.1,  0.8,    1,    80,    36
 0.1,  0.8,    3,    80,    11
 0.1,  0.8,    5,    80,     0
 0.1,  0.8,   10,    80,     0
 0.1,  0.8,   50,    80,     0
 0.1,  0.8,  100,    80,     0
 0.1,  0.8,  300,    80,     0
 0.1,  0.8,  500,    80,     0
 0.2,  0.1,    1,    80,    24
 0.2,  0.1,    3,    80,    31
 0.2,  0.1,    5,    80,    11
 0.2,  0.1,   10,    80,     0
 0.2,  0.1,   50,    80,     0
 0.2,  0.1,  100,    80,     0
 0.2,  0.1,  300,    80,     0
 0.2,  0.1,  500,    80,     0
 0.2,  0.2,    1,    80,    16
 0.2,  0.2,    3,    80,    19
 0.2,  0.2,    5,    80,    11
 0.2,  0.2,   10,    80,    16
 0.2,  0.2,   50,    80,     0
 0.2,  0.2,  100,    80,     0
 0.2,  0.2,  300,    80,     0
 0.2,  0.2,  500,    80,     0
 0.2,  0.3,    1,    80,    33
 0.2,  0.3,    3,    80,    29
 0.2,  0.3,    5,    80,    19
 0.2,  0.3,   10,    80,     0
 0.2,  0.3,   50,    80,     0
 0.2,  0.3,  100,    80,     0
 0.2,  0.3,  300,    80,     0
 0.2,  0.3,  500,    80,     0
 0.2,  0.4,    1,    80,     8
 0.2,  0.4,    3,    80,     8
 0.2,  0.4,    5,    80,    18
 0.2,  0.4,   10,    80,     0
 0.2,  0.4,   50,    80,     0
 0.2,  0.4,  100,    80,     0
 0.2,  0.4,  300,    80,     0
 0.2,  0.4,  500,    80,     0
 0.2,  0.5,    1,    80,    34
 0.2,  0.5,    3,    80,    31
 0.2,  0.5,    5,    80,     0
 0.2,  0.5,   10,    80,    18
 0.2,  0.5,   50,    80,     0
 0.2,  0.5,  100,    80,     0
 0.2,  0.5,  300,    80,     0
 0.2,  0.5,  500,    80,     0
 0.2,  0.6,    1,    80,    38
 0.2,  0.6,    3,    80,    30
 0.2,  0.6,    5,    80,    16
 0.2,  0.6,   10,    80,     8
 0.2,  0.6,   50,    80,     0
 0.2,  0.6,  100,    80,     0
 0.2,  0.6,  300,    80,     0
 0.2,  0.6,  500,    80,     0
 0.2,  0.7,    1,    80,    23
 0.2,  0.7,    3,    80,    15
 0.2,  0.7,    5,    80,    11
 0.2,  0.7,   10,    80,     0
 0.2,  0.7,   50,    80,     0
 0.2,  0.7,  100,    80,     0
 0.2,  0.7,  300,    80,     0
 0.2,  0.7,  500,    80,     0
 0.2,  0.8,    1,    80,    32
 0.2,  0.8,    3,    80,    29
 0.2,  0.8,    5,    80,     0
 0.2,  0.8,   10,    80,    15
 0.2,  0.8,   50,    80,     0
 0.2,  0.8,  100,    80,     0
 0.2,  0.8,  300,    80,     0
 0.2,  0.8,  500,    80,     0
 0.3,  0.1,    1,    80,    38
 0.3,  0.1,    3,    80,    33
 0.3,  0.1,    5,    80,     0
 0.3,  0.1,   10,    80,     8
 0.3,  0.1,   50,    80,     0
 0.3,  0.1,  100,    80,     0
 0.3,  0.1,  300,    80,     0
 0.3,  0.1,  500,    80,     0
 0.3,  0.2,    1,    80,    34
 0.3,  0.2,    3,    80,    11
 0.3,  0.2,    5,    80,    29
 0.3,  0.2,   10,    80,    18
 0.3,  0.2,   50,    80,     0
 0.3,  0.2,  100,    80,     0
 0.3,  0.2,  300,    80,     0
 0.3,  0.2,  500,    80,     0
 0.3,  0.3,    1,    80,    41
 0.3,  0.3,    3,    80,    18
 0.3,  0.3,    5,    80,    11
 0.3,  0.3,   10,    80,    18
 0.3,  0.3,   50,    80,     0
 0.3,  0.3,  100,    80,     0
 0.3,  0.3,  300,    80,     0
 0.3,  0.3,  500,    80,     0
 0.3,  0.4,    1,    80,    24
 0.3,  0.4,    3,    80,    16
 0.3,  0.4,    5,    80,    38
 0.3,  0.4,   10,    80,     8
 0.3,  0.4,   50,    80,     0
 0.3,  0.4,  100,    80,     0
 0.3,  0.4,  300,    80,     0
 0.3,  0.4,  500,    80,     0
 0.3,  0.5,    1,    80,    25
 0.3,  0.5,    3,    80,    26
 0.3,  0.5,    5,    80,    11
 0.3,  0.5,   10,    80,     8
 0.3,  0.5,   50,    80,     0
 0.3,  0.5,  100,    80,     0
 0.3,  0.5,  300,    80,     0
 0.3,  0.5,  500,    80,     0
 0.3,  0.6,    1,    80,    31
 0.3,  0.6,    3,    80,    18
 0.3,  0.6,    5,    80,    18
 0.3,  0.6,   10,    80,    15
 0.3,  0.6,   50,    80,     0
 0.3,  0.6,  100,    80,     0
 0.3,  0.6,  300,    80,     0
 0.3,  0.6,  500,    80,     0
 0.3,  0.7,    1,    80,    23
 0.3,  0.7,    3,    80,    30
 0.3,  0.7,    5,    80,    19
 0.3,  0.7,   10,    80,    11
 0.3,  0.7,   50,    80,     0
 0.3,  0.7,  100,    80,     0
 0.3,  0.7,  300,    80,     0
 0.3,  0.7,  500,    80,     0
 0.3,  0.8,    1,    80,     0
 0.3,  0.8,    3,    80,     8
 0.3,  0.8,    5,    80,    19
 0.3,  0.8,   10,    80,    11
 0.3,  0.8,   50,    80,     0
 0.3,  0.8,  100,    80,     0
 0.3,  0.8,  300,    80,     0
 0.3,  0.8,  500,    80,     0
 0.4,  0.1,    1,    80,    18
 0.4,  0.1,    3,    80,    29
 0.4,  0.1,    5,    80,     8
 0.4,  0.1,   10,    80,    23
 0.4,  0.1,   50,    80,     0
 0.4,  0.1,  100,    80,     0
 0.4,  0.1,  300,    80,     0
 0.4,  0.1,  500,    80,     0
 0.4,  0.2,    1,    80,    50
 0.4,  0.2,    3,    80,    19
 0.4,  0.2,    5,    80,    16
 0.4,  0.2,   10,    80,    19
 0.4,  0.2,   50,    80,     0
 0.4,  0.2,  100,    80,     0
 0.4,  0.2,  300,    80,     0
 0.4,  0.2,  500,    80,     0
 0.4,  0.3,    1,    80,    30
 0.4,  0.3,    3,    80,    29
 0.4,  0.3,    5,    80,    23
 0.4,  0.3,   10,    80,    19
 0.4,  0.3,   50,    80,     0
 0.4,  0.3,  100,    80,     0
 0.4,  0.3,  300,    80,     0
 0.4,  0.3,  500,    80,     0
 0.4,  0.4,    1,    80,    19
 0.4,  0.4,    3,    80,    41
 0.4,  0.4,    5,    80,    32
 0.4,  0.4,   10,    80,     0
 0.4,  0.4,   50,    80,     0
 0.4,  0.4,  100,    80,     0
 0.4,  0.4,  300,    80,     0
 0.4,  0.4,  500,    80,     0
 0.4,  0.5,    1,    80,    42
 0.4,  0.5,    3,    80,     8
 0.4,  0.5,    5,    80,    16
 0.4,  0.5,   10,    80,     8
 0.4,  0.5,   50,    80,     0
 0.4,  0.5,  100,    80,     0
 0.4,  0.5,  300,    80,     0
 0.4,  0.5,  500,    80,     0
 0.4,  0.6,    1,    80,    34
 0.4,  0.6,    3,    80,    18
 0.4,  0.6,    5,    80,    19
